titolo	anno	numero_prestiti
Una peccatrice, storia di una capinera, eva, tigre reale	2019	2
Una peccatrice, storia di una capinera, eva, tigre reale	2020	2
Una questione privata	2018	8
Una questione privata	2019	16
Una questione privata	2020	25
Una questione privata	2021	26
Una questione privata	2022	26
Una questione privata	2023	21
Una questione privata	2025	17
Una relazione	2020	4
Una vita	2018	8
Una vita	2019	6
Una vita	2020	6
Una vita	2022	7
Una vita	2025	7
Una vita violenta	2021	2
Una vita violenta	2022	2
Uomini e no	2018	9
Uomini e no	2019	20
Uomini e no	2020	20
Uomini e no	2021	18
Uomini e no	2022	9
Uomini e no	2023	16
Uomini e no	2024	16
Uomini e no	2025	13
Uominie no	2019	1
Uominie no	2022	1
Va' dove ti porta il cuore	2019	19
Va' dove ti porta il cuore	2020	12
Va' dove ti porta il cuore	2020	9
Va' dove ti porta il cuore	2021	11
Va' dove ti porta il cuore	2022	6
Va' dove ti porta il cuore	2022	28
Va' dove ti porta il cuore	2023	16
Va' dove ti porta il cuore	2024	11
Va' dove ti porta il cuore	2025	9
Veneto felice	2024	1
Venti racconti allegri e uno triste	2018	8
Venti racconti allegri e uno triste	2020	8
Venti racconti allegri e uno triste	2021	11
Versi d'amore e gloria 1	2020	10
Versi d'amore e gloria 1	2021	12
Versi d'amore e gloria 1	2022	11
Versi d'amore e gloria 1	2023	11
Versi d'amore e gloria 1	2025	10
Vestivamo alla marinara	2018	17
Vestivamo alla marinara	2019	27
Vestivamo alla marinara	2020	14
Vestivamo alla marinara	2021	30
Vestivamo alla marinara	2023	18
Vestivamo alla marinara	2025	14
Via Chanel N°5	2018	3
Via Chanel N°5	2019	12
Via Chanel N°5	2020	10
Via Chanel N°5	2021	5
Via Chanel N°5	2022	11
Viaggio ai confini dell'anima	2023	9
Viaggio ai confini dell'anima	2024	11
Viaggio ai confini dell'anima	2025	8
Viaggio allucinante	2019	21
Viaggio allucinante	2020	13
Viaggio allucinante	2021	18
Viaggio allucinante	2022	23
Viaggio allucinante	2023	12
Viaggio allucinante	2024	25
Viaggio allucinante	2025	29
Viaggio col padre	2023	2
Viaggio di maturità	2020	4
Viaggio in provincia	2021	5
Viaggio in provincia	2023	2
Viaggio provvisorio	2019	11
Viaggio provvisorio	2020	10
Viaggio provvisorio	2021	6
Viaggio provvisorio	2025	6
Vino e pane	2018	5
Vino e pane	2020	8
Vino e pane	2021	12
Vino e pane	2022	5
Vino e pane	2024	5
Visioni	2018	1
Vita d'un uomo	2018	15
vita d'un uomo	2018	11
Vita d'un uomo	2018	2
Vita d'un uomo	2018	8
vita d'un uomo	2019	9
Vita d'un uomo	2019	5
Vita d'un uomo	2020	11
vita d'un uomo	2020	7
Vita d'un uomo	2021	26
Vita d'un uomo	2021	9
Vita d'un uomo	2022	24
Vita d'un uomo	2022	9
Vita d'un uomo	2023	11
vita d'un uomo	2023	8
Vita d'un uomo	2024	24
vita d'un uomo	2024	4
Vita d'un uomo	2025	29
Vite breve di Idioti	2018	25
Vite breve di Idioti	2019	28
Vite breve di Idioti	2020	26
Vite breve di Idioti	2021	13
Vite breve di Idioti	2022	12
Vite breve di Idioti	2023	21
Vite breve di Idioti	2024	24
Vite breve di Idioti	2025	9
Vite di uomini non illustri	2018	11
Vite di uomini non illustri	2019	14
Vite di uomini non illustri	2020	24
Vite di uomini non illustri	2021	20
Vite di uomini non illustri	2022	18
Vite di uomini non illustri	2023	25
Vite di uomini non illustri	2024	27
Zibaldone di pensieri, volume primo	2018	3
Zibaldone di pensieri, volume primo	2024	5
Zibaldone di pensieri, volume secondo	2018	5
Zibaldone di pensieri, volume secondo	2023	2
Zibaldone di pensieri. Vol 2	2018	21
Zibaldone di pensieri. Vol 2	2019	24
Zibaldone di pensieri. Vol 2	2020	23
Zibaldone di pensieri. Vol 2	2021	14
Zibaldone di pensieri. Vol 2	2022	26
Zibaldone di pensieri. Vol 2	2023	23
Zibaldone di pensieri. Vol 2	2024	22
Zibaldone di pensieri. Vol 2	2025	16
Zibaldone di pensieri. Vol. 1	2020	3
Zibaldone di pensieri. Vol. 1	2024	2
